[0.09130435 0.32173913 0.34347826 0.24347826][21. 74. 79. 56.]test_acc:  0.8928571428571429
[0.09130435 0.32173913 0.34347826 0.24347826][21. 74. 79. 56.]test_acc:  0.8928571428571429
[0.09130435 0.32173913 0.34347826 0.24347826][21. 74. 79. 56.]test_acc:  0.8571428571428571
[0.09051724 0.32327586 0.34051724 0.24568966][21. 75. 79. 57.]test_acc:  0.8846153846153846
[0.0944206  0.32188841 0.33905579 0.24463519][22. 75. 79. 57.]test_acc:  0.76
[0.0944206  0.32188841 0.33905579 0.24463519][22. 75. 79. 57.]test_acc:  0.96
[0.0944206  0.32188841 0.33905579 0.24463519][22. 75. 79. 57.]test_acc:  0.96
[0.0944206  0.32188841 0.33905579 0.24463519][22. 75. 79. 57.]test_acc:  0.88
[0.09401709 0.32051282 0.34188034 0.24358974][22. 75. 80. 57.]test_acc:  0.875
[0.09401709 0.32051282 0.34188034 0.24358974][22. 75. 80. 57.]test_acc:  0.9166666666666666
